image,question,answer
image1008,What is a close-up in natural color of the edematous mucosal membrane?,slide
image1008,What does this image show?,fixed tissue quite good example of hypopharyngeal edema larynx is opened slide is a close-up in natural color of the edematous mucosal membrane
image1008,Where is this?,oral
image1009,What does this image show?,larynx is mass of necrotic tissue
image1009,Is larynx mass of necrotic tissue?,yes
image1009,What is larynx of necrotic tissue?,mass
image1009,Where is this?,oral
image1009,Does this image show larynx is mass of necrotic tissue?,yes
image1009,What is present?,oral
image1009,How is larynx mass of  tissue?,necrotic
image1009,Is carcinoma present?,yes
image1009,What is mass of necrotic tissue?,larynx
image1009,Is oral present?,yes
image1009,What is present?,carcinoma
image1010,What is present?,oral
image1010,Is oral present?,yes
image1010,What does this image show?,periodontal fibroma
image1010,Where is this?,oral
image1010,Does this image show periodontal fibroma?,yes
image1011,Where is this?,oral
image1011,Does this image show sialolith?,yes
image1011,Is oral present?,yes
image1011,What is present?,oral
image1012,What does this image show?,large fungating lesion
image1012,Is carcinoma present?,yes
image1012,What is present?,carcinoma
image1012,Is larynx present?,yes
image1012,What is present?,larynx
image1012,Does this image show large fungating lesion?,yes
image1012,Where is this?,oral
image1013,What is present?,oral
image1013,Is oral present?,yes
image1013,Does this image show dentigerous cyst?,yes
image1013,What does this image show?,dentigerous cyst
image1013,Where is this?,oral
image1014,What is present?,oral
image1014,Does this image show attrition?,yes
image1014,What does this image show?,attrition
image1014,Where is this?,oral
image1014,Is oral present?,yes
image1015,Is larynx present?,yes
image1015,Where is this?,oral
image1015,What is in hypopharynx?,unopened larynx seen from above edema
image1015,What is unopened larynx seen from above edema in?,in hypopharynx
image1015,Is unopened larynx seen from above edema in hypopharynx?,yes
image1015,What does this image show?,unopened larynx seen from above edema really is in hypopharynx
image1015,Does this image show unopened larynx seen from above edema really is in hypopharynx?,yes
image1015,What is present?,larynx
image1016,What does this image show?,x-ray skull cap multiple lytic lesions prostate adenocarcinoma
image1016,What is present ?,metastatic carcinoma x-ray
image1016,What is present ?,"bone, skull"
image1016,Is siamese twins present?,no
image1016,Is metastatic carcinoma x-ray present?,yes
image1016,What is metastatic carcinoma x-ray?,ray present
image1016,What is present?,metastatic carcinoma x-ray
image1016,Is myoma lesion present?,no
image1016,"Is bone, skull present?",yes
image1016,What is present?,bone
image1016,Does this great toe show x-ray skull cap multiple lytic lesions prostate adenocarcinoma?,no
image1016,Does this image show x-ray skull cap multiple lytic lesions prostate adenocarcinoma?,yes
image1016,What is metastatic carcinoma x-ray ?,ray present
image1017,What is present ?,chromophobe adenoma
image1017,What is present ?,"bone, calvarium"
image1017,What is present?,chromophobe adenoma
image1017,Is chromophobe adenoma present?,yes
image1017,Is hemisection of nose present?,no
image1017,Does this image show x-ray showing large sella turcica?,yes
image1017,"Does squamous cell carcinoma, lip remote, show x-ray showing large sella turcica?",no
image1017,What does this image show?,x-ray showing large sella turcica
image1017,"Is bone, calvarium present?",yes
image1017,"Is bone, skull present?",no
image1017,What is present?,bone
image1018,What is present ?,endocrine
image1018,What shows partially destroyed bone and large soft tissue mass ?,this x-ray of sella turcica after removal postmort
image1018,Where does this x-ray been taken?,endocrine system
image1018,Is hemochromatosis present?,no
image1018,Is malignant adenoma present?,yes
image1018,What is present?,malignant adenoma
image1018,Is carcinoma metastatic lung present?,no
image1018,Is pituitary present?,yes
image1018,What is present?,pituitary
image1018,What shows partially destroyed bone and large soft tissue mass?,this x-ray of sella turcica after removal postmort
image1018,Is endocrine present?,yes
image1018,What is present?,endocrine
image1018,Does cells show partially destroyed bone and large soft tissue mass?,no
image1018,Does this x-ray of sella turcica after removal postmort show partially destroyed bone and large soft tissue mass?,yes
image1018,What is present ?,pituitary
image1018,Is coronary atherosclerosis present?,no
image1018,What is present ?,malignant adenoma
image1019,What does this image show?,pituitary
image1019,"Does this image show pituitary, chromaphobe adenoma?",yes
image1019,What is present?,endocrine
image1019,Is endocrine present?,yes
image1019,Where does this x-ray been taken?,endocrine system
image1019,What is present ?,endocrine
image1020,Does pituitary show x-ray sella?,no
image1020,What does this image show?,x-ray sella
image1020,Is endocrine present?,yes
image1020,Is siamese twins present?,no
image1020,What is present?,pituitary
image1020,Is pituitary present?,yes
image1020,Is amyloidosis present?,no
image1020,What is present?,chromophobe adenoma
image1020,Is chromophobe adenoma present?,yes
image1020,Is malignant adenoma present?,no
image1020,Where does this x-ray been taken?,endocrine system
image1020,What is present ?,endocrine
image1020,What is present ?,pituitary
image1020,What is present ?,chromophobe adenoma
image1020,Does this image show x-ray sella?,yes
image1020,What is present?,endocrine
image1021,Where does this x-ray been taken?,endocrine system
image1021,What is present ?,chromophobe adenoma
image1021,Is tuberculosis present?,no
image1021,Is chromophobe adenoma present?,yes
image1021,Is sella present?,no
image1021,Is pituitary present?,yes
image1021,What is present?,pituitary
image1021,What is present?,chromophobe adenoma
image1021,What is present?,endocrine
image1021,Does this image show x-ray sella?,yes
image1021,What does this image show?,x-ray sella
image1021,What is present ?,pituitary
image1021,Is endocrine present?,yes
image1021,What is present ?,endocrine
image1022,What does this image show?,adrenal medullary tumor
image1022,What is present ?,endocrine
image1022,Where does this belong to?,endocrine system
image1022,Is stillborn macerated present?,no
image1022,Is endocrine present?,yes
image1022,Does carcinomatosis show adrenal medullary tumor?,no
image1022,Does this image show adrenal medullary tumor?,yes
image1022,What is present?,endocrine
image1023,Is mesothelioma present?,no
image1023,What does this image show?,thyroid
image1023,What is present ?,endocrine
image1023,"Does this image show thyroid, goiter?",yes
image1023,"Does lymphangiomatosis generalized show thyroid, goiter?",no
image1023,What is present?,endocrine
image1023,Is endocrine present?,yes
image1023,Where does this belong to?,endocrine system
image1024,What is present ?,endocrine
image1024,Where does this belong to?,endocrine system
image1024,Is endocrine present?,yes
image1024,What is present?,endocrine
image1024,Does endocrine show parathyroid hyperplasia?,no
image1024,Does this image show parathyroid hyperplasia?,yes
image1024,What does this image show?,parathyroid hyperplasia
image1024,Is natural color present?,no
image1025,Is endocrine present?,yes
image1025,"Does breast show thyroid, goiter?",no
image1025,What is present?,endocrine
image1025,"Does this image show thyroid, goiter?",yes
image1025,What is present ?,endocrine
image1025,Where does this belong to?,endocrine system
image1025,Is adenoma present?,no
image1025,What does this image show?,thyroid
image1026,Is intraductal papillomatosis with apocrine metaplasia present?,no
image1026,What does this image show?,adrenal glands
image1026,"Does this image show adrenal glands, metastatic Breast cancer?",yes
image1026,"Does adenoma show adrenal glands, metastatic Breast cancer?",no
image1026,What is present?,endocrine
image1026,Is endocrine present?,yes
image1026,Where does this belong to?,endocrine system
image1026,What is present ?,endocrine
image1027,Where does this belong to?,endocrine system
image1027,Is endocrine present?,yes
image1027,What is present?,endocrine
image1027,"Does this image show adrenals, normal?",yes
image1027,What is present ?,endocrine
image1027,What does this image show?,adrenals
image1028,What is present?,endocrine
image1028,Is endocrine present?,yes
image1028,Where does this belong to?,endocrine system
image1028,What is present ?,endocrine
image1028,Does this image show adrenal medullary tumor?,yes
image1028,What does this image show?,adrenal medullary tumor
image1028,Does peritoneal fluid show adrenal medullary tumor?,no
image1029,Is this image present?,no
image1029,Where does this belong to?,endocrine system
image1029,Is endocrine present?,yes
image1029,What is present?,endocrine
image1029,"Does all the fat necrosis show adrenal, neuroblastoma?",no
image1029,"Does this image show adrenal, neuroblastoma?",yes
image1029,What is present ?,endocrine
image1030,What does this image show?,parathyroid hyperplasia
image1030,Does this image show parathyroid hyperplasia?,yes
image1030,What is present?,endocrine
image1030,Is endocrine present?,yes
image1030,Is anomalous origin present?,no
image1030,Where does this belong to?,endocrine system
image1030,What is present ?,endocrine
image1030,Does side show parathyroid hyperplasia?,no
image1031,Where does this belong to?,endocrine system
image1031,What is present ?,endocrine
image1031,Is muscle atrophy present?,no
image1031,Is endocrine present?,yes
image1031,What is present?,endocrine
image1031,"Does this image show pituitary, chromaphobe adenoma?",yes
image1031,What does this image show?,pituitary
image1031,"Does sacrococcygeal teratoma show pituitary, chromaphobe adenoma?",no
image1032,What does this image show?,thyroid
image1032,"Does this image show thyroid, goiter?",yes
image1032,What is present?,endocrine
image1032,Is endocrine present?,yes
image1032,"Does coronary artery show thyroid, goiter?",no
image1032,Is surface present?,no
image1032,What is present ?,endocrine
image1032,Where does this belong to?,endocrine system
image1033,What is present?,endocrine
image1033,Is endocrine present?,yes
image1033,Does fibrinous peritonitis show adrenal phaeochromocytoma?,no
image1033,Does this image show adrenal phaeochromocytoma?,yes
image1033,What is present ?,endocrine
image1033,Where does this belong to?,endocrine system
image1033,What does this image show?,adrenal phaeochromocytoma
image1033,Is retroperitoneal liposarcoma present?,no
image1034,"Does this image show thyroid, adenomatous goiter?",yes
image1034,What does this image show?,thyroid
image1034,What is present?,endocrine
image1034,Is endocrine present?,yes
image1034,Is lesion of myocytolysis present?,no
image1034,Where does this belong to?,endocrine system
image1034,"Does myocardium show thyroid, adenomatous goiter?",no
image1034,What is present ?,endocrine
image1035,What does this image show?,hashimoto 's thyroiditis
image1035,What is present?,endocrine
image1035,Is endocrine present?,yes
image1035,Is tuberculosis present?,no
image1035,Where does this belong to?,endocrine system
image1035,What is present ?,endocrine
image1035,Does marked show hashimoto 's thyroiditis?,no
image1035,Does this image show hashimoto 's thyroiditis?,yes
image1036,What is present?,endocrine
image1036,Is endocrine present?,yes
image1036,Is aldehyde fuscin present?,no
image1036,Where does this belong to?,endocrine system
image1036,"Does this image show pituitary, chromaphobe adenoma?",yes
image1036,What is present ?,endocrine
image1036,What does this image show?,pituitary
image1036,"Does omentum show pituitary, chromaphobe adenoma?",no
image1037,"Does this image show thyroid, follicular adenoma, cystic?",yes
image1037,Where does this belong to?,endocrine system
image1037,Is chronic ischemia present?,no
image1037,Is endocrine present?,yes
image1037,What is present?,endocrine
image1037,"Does anencephaly show thyroid, follicular adenoma, cystic?",no
image1037,What does this image show?,thyroid
image1037,What is present ?,endocrine
image1038,Where does this belong to?,endocrine system
image1038,Is aldehyde fuscin present?,no
image1038,What is present?,endocrine
image1038,"Does peritoneal fluid show adrenal, neuroblastoma?",no
image1038,"Does this image show adrenal, neuroblastoma?",yes
image1038,Is endocrine present?,yes
image1038,What is present ?,endocrine
image1039,What does this image show?,adrenal
image1039,"Does metastatic carcinoma prostate show adrenal, cortical adenoma?",no
image1039,What is present?,endocrine
image1039,"Does this image show adrenal, cortical adenoma?",yes
image1039,Is endocrine present?,yes
image1039,Is surface present?,no
image1039,What is present ?,endocrine
image1039,Where does this belong to?,endocrine system
image1040,What is present ?,endocrine
image1040,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image1040,Where does this belong to?,endocrine system
image1040,What is present?,endocrine
image1040,"Does stillborn cord around neck show pituitary, chromaphobe adenoma?",no
image1040,"Does this image show pituitary, chromaphobe adenoma?",yes
image1040,What does this image show?,pituitary
image1040,Is endocrine present?,yes
image1041,What is present ?,endocrine
image1041,What does this image show?,adrenal phaeochromocytoma
image1041,Does this image show adrenal phaeochromocytoma?,yes
image1041,Does atherosclerosis show adrenal phaeochromocytoma?,no
image1041,What is present?,endocrine
image1041,Is endocrine present?,yes
image1041,Is sacrococcygeal teratoma present?,no
image1041,Where does this belong to?,endocrine system
image1042,Does this image show typical Cortical Nodule?,yes
image1042,What is present?,endocrine
image1042,What is present ?,endocrine
image1042,What is present?,adrenal
image1042,What is present ?,adrenal
image1042,Is endocrine present?,yes
image1042,Where does this belong to?,endocrine system
image1042,Is adrenal present?,yes
image1043,Is endocrine present?,yes
image1043,What is present?,endocrine
image1043,"Does stillborn macerated show pituitary, chromaphobe adenoma?",no
image1043,"Does this image show pituitary, chromaphobe adenoma?",yes
image1043,What does this image show?,pituitary
image1043,What is present ?,endocrine
image1043,Where does this belong to?,endocrine system
image1044,"Does intraductal papillomatosis show adrenal, cortical carcimoma?",no
image1044,What is present?,endocrine
image1044,Is endocrine present?,yes
image1044,Is very good example present?,no
image1044,What is present ?,endocrine
image1044,"Does this image show adrenal, cortical carcimoma?",yes
image1044,What does this image show?,adrenal
image1044,Where does this belong to?,endocrine system
image1045,What does this image show?,adrenal gland
image1045,"Does this image show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?",yes
image1045,What is present?,endocrine
image1045,Is endocrine present?,yes
image1045,Is case of peritonitis slide present?,no
image1045,Where does this belong to?,endocrine system
image1045,What is present ?,endocrine
image1046,What is present ?,endocrine
image1046,Where does this belong to?,endocrine system
image1046,Is coronary artery anomalous origin left from pulmonary artery present?,no
image1046,Is endocrine present?,yes
image1046,What is present?,endocrine
image1046,"Does fat necrosis show adrenal, myelolipoma?",no
image1046,"Does this image show adrenal, myelolipoma?",yes
image1047,What does this image show?,thyroid
image1047,What is present?,endocrine
image1047,Is endocrine present?,yes
image1047,Is polycystic disease present?,no
image1047,Where does this belong to?,endocrine system
image1047,What is present ?,endocrine
image1047,"Does adenoma show thyroid, nodular colloid goiter?",no
image1047,"Does this image show thyroid, nodular colloid goiter?",yes
image1048,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image1048,What is present ?,pituitary
image1048,Is chromophobe adenoma present?,yes
image1048,What is present ?,endocrine
image1048,Where does this belong to?,endocrine system
image1048,What does this image show?,excised sella
image1048,Does this image show excised sella?,yes
image1048,What is present ?,chromophobe adenoma
image1048,Does left ventricle hypertrophy show excised sella?,no
image1048,Is endocrine present?,yes
image1048,Is lateral view present?,no
image1048,What is present?,pituitary
image1048,Is pituitary present?,yes
image1048,Is polycystic disease present?,no
image1048,What is present?,chromophobe adenoma
image1048,What is present?,endocrine
image1049,What is present ?,pituitary
image1049,What does this image show?,fixed tissue inferior view of cerebral hemisphere with cerebellum and brainstexcised
image1049,What is present ?,chromophobe adenoma
image1049,Does spina bifida show fixed tissue inferior view of cerebral hemisphere with cerebellum and brainstexcised?,no
image1049,What is present?,endocrine
image1049,Is endocrine present?,yes
image1049,What is present?,pituitary
image1049,Is pituitary present?,yes
image1049,Is liver present?,no
image1049,Is retroperitoneum present?,no
image1049,What is present?,chromophobe adenoma
image1049,Is chromophobe adenoma present?,yes
image1049,Is opened muscle present?,no
image1049,What is present ?,endocrine
image1049,Does this image show fixed tissue inferior view of cerebral hemisphere with cerebellum and brainstexcised?,yes
image1049,Where does this belong to?,endocrine system
image1050,Is endocrine present?,yes
image1050,What is present?,endocrine
image1050,What does this image show?,thyroid
image1050,What is present ?,endocrine
image1050,"Does newborn cord around neck show thyroid, nodular goiter?",no
image1050,"Does this image show thyroid, nodular goiter?",yes
image1050,Is aorta present?,no
image1050,Where does this belong to?,endocrine system
image1051,Is liver present?,no
image1051,"Does acid show adrenal, cortical adenoma non-functional?",no
image1051,What is present?,endocrine
image1051,What is present ?,endocrine
image1051,Where does this belong to?,endocrine system
image1051,What does this image show?,adrenal
image1051,"Does this image show adrenal, cortical adenoma non-functional?",yes
image1051,Is endocrine present?,yes
image1052,What is present?,endocrine
image1052,"Does atrophy show thyroid, hashimotos?",no
image1052,"Does this image show thyroid, hashimotos?",yes
image1052,What does this image show?,thyroid
image1052,Where does this belong to?,endocrine system
image1052,Is endocrine present?,yes
image1052,What is present ?,endocrine
image1052,Is chronic ischemia present?,no
image1053,"Does slide show adrenal, hemorrhage?",no
image1053,What is present?,endocrine
image1053,Is endocrine present?,yes
image1053,Is intraductal papillomatosis with apocrine metaplasia present?,no
image1053,Where does this belong to?,endocrine system
image1053,What is present ?,endocrine
image1053,"Does this image show adrenal, hemorrhage?",yes
image1053,What does this image show?,adrenal
image1054,Is adrenal present?,yes
image1054,What is present?,adrenal
image1054,Is endocrine present?,yes
image1054,What is present ?,adrenal
image1054,What is present ?,endocrine
image1054,What is present?,endocrine
image1054,Does this image show fixed tissue close-up view typical early hemorrhage in cortex?,yes
image1054,What does this image show?,fixed tissue close-up view typical early hemorrhage in cortex
image1054,Where does this belong to?,endocrine system
image1055,What does this image show?,fixed tissue but very good example in cross section
image1055,What is present ?,cortical nodule
image1055,What is present ?,adrenal
image1055,What is present ?,endocrine
image1055,Where does this belong to?,endocrine system
image1055,Is beckwith-wiedemann syndrome present?,no
image1055,Is cortical nodule present?,yes
image1055,Is hemorrhage newborn present?,no
image1055,Is adrenal present?,yes
image1055,What is present?,adrenal
image1055,Is peritoneum present?,no
image1055,Is endocrine present?,yes
image1055,What is present?,endocrine
image1055,Does intraductal papillomatosis with apocrine metaplasia show fixed tissue but very good example in cross section?,no
image1055,Does this image show fixed tissue but very good example in cross section?,yes
image1055,What is present?,cortical nodule
image1056,Does this image show fixed tissue coronal sections hemispheres with large inferior lesion?,yes
image1056,Where does this belong to?,endocrine system
image1056,Does siamese twins show fixed tissue coronal sections hemispheres with large inferior lesion?,no
image1056,Is peritoneal fluid present?,no
image1056,Is chromophobe adenoma present?,yes
image1056,What is present ?,pituitary
image1056,What is present ?,chromophobe adenoma
image1056,What is present ?,endocrine
image1056,Is endocrine present?,yes
image1056,Is angiogram present?,no
image1056,What is present?,endocrine
image1056,What is present?,pituitary
image1056,Is pituitary present?,yes
image1056,What does this image show?,fixed tissue coronal sections hemispheres with large inferior lesion
image1056,What is present?,chromophobe adenoma
image1056,Is stillborn cord around neck present?,no
image1057,What is fixed tissue sectioned?,gland rather large lesion
image1057,What sectioned gland rather large lesion ?,fixed tissue
image1057,What is fixed tissue sectioned?,gland rather large lesion
image1057,Is cortical nodule present?,yes
image1057,What is present ?,endocrine
image1057,What is present ?,adrenal
image1057,What is present ?,cortical nodule
image1057,How is fixed tissue sectioned gland rather  lesion ?,large
image1057,Is fixed tissue sectioned gland rather large lesion?,yes
image1057,What does this image show?,fixed tissue sectioned gland rather large lesion
image1057,Where does this belong to?,endocrine system
image1057,What is present?,endocrine
image1057,Does this image show fixed tissue sectioned gland rather large lesion?,yes
image1057,What is present?,cortical nodule
image1057,What sectioned gland rather large lesion?,fixed tissue
image1057,What is present?,adrenal
image1057,Is endocrine present?,yes
image1057,Is adrenal present?,yes
image1058,What does this image show?,adrenal
image1058,"Does this image show adrenal, metastatic lung carcinoma?",yes
image1058,"Does myocardial infarct show adrenal, metastatic lung carcinoma?",no
image1058,What is present?,endocrine
image1058,Is endocrine present?,yes
image1058,Is abdomen present?,no
image1058,Where does this belong to?,endocrine system
image1058,What is present ?,endocrine
image1059,"Does quite good liver show adrenal, cortical adenoma?",no
image1059,What is present?,endocrine
image1059,Where does this belong to?,endocrine system
image1059,Is metastatic carcinoma present?,no
image1059,"Does this image show adrenal, cortical adenoma?",yes
image1059,What is present ?,endocrine
image1059,Is endocrine present?,yes
image1059,What does this image show?,adrenal
image1060,Is endocrine present?,yes
image1060,Where does this belong to?,endocrine system
image1060,Is myocardium present?,no
image1060,What is present?,endocrine
image1060,"Does this image show thyroid, nodular colloid goiter with cystic degeneration?",yes
image1060,"How does this image show thyroid, nodular colloid goiter?",with cystic degeneration 
image1060,What does this image show?,thyroid
image1060,What is present ?,endocrine
image1060,"Does lower chest and abdomen anterior show thyroid, nodular colloid goiter with cystic degeneration?",no
image1061,What does this image show?,thyroid
image1061,"Does this image show thyroid, normal?",yes
image1061,What is present?,endocrine
image1061,Is endocrine present?,yes
image1061,Where does this belong to?,endocrine system
image1061,What is present ?,endocrine
image1062,What is obvious ?,external view of gland with knife cuts into parenchyma hemorrhage
image1062,Where does this belong to?,endocrine system
image1062,Is adrenal present?,yes
image1062,What is present?,adrenal
image1062,Is endocrine present?,yes
image1062,What is present?,endocrine
image1062,Does this image show external view of gland with knife cuts into parenchyma hemorrhage is obvious?,yes
image1062,What is present ?,endocrine
image1062,What is present ?,adrenal
image1062,How is external view of gland with knife cuts into parenchyma hemorrhage ?,obvious
image1062,What does this image show?,external view of gland with knife cuts into parenchyma hemorrhage is obvious
image1062,Is external view of gland with knife cuts into parenchyma hemorrhage obvious?,yes
image1062,What is obvious?,external view of gland with knife cuts into parenchyma hemorrhage
image1063,What is present ?,adrenal
image1063,What is present ?,endocrine
image1063,What is present?,endocrine
image1063,Is adrenal present?,yes
image1063,What is present?,adrenal
image1063,Is endocrine present?,yes
image1063,What does this image show?,sectioned glands with obvious hemorrhage
image1063,How does this image show sectioned glands?,with obvious hemorrhage 
image1063,Does this image show sectioned glands with obvious hemorrhage?,yes
image1063,Where does this belong to?,endocrine system
image1064,What does this image show?,adrenals
image1064,"Does this image show adrenals, normal?",yes
image1064,What is present?,endocrine
image1064,Is endocrine present?,yes
image1064,Where does this belong to?,endocrine system
image1064,What is present ?,endocrine
image1065,What is present ?,endocrine
image1065,What does this image show?,adrenal
image1065,"Does this image show adrenal, cortical adenoma aldosteronism?",yes
image1065,"Does surface show adrenal, cortical adenoma aldosteronism?",no
image1065,What is present?,endocrine
image1065,Is endocrine present?,yes
image1065,Is myocardium present?,no
image1065,Where does this belong to?,endocrine system
image1066,What does this image show?,thyroid
image1066,What is present ?,endocrine
image1066,Where does this belong to?,endocrine system
image1066,Is endocrine present?,yes
image1066,What is present?,endocrine
image1066,"Does this image show thyroid, normal?",yes
image1067,Where does this belong to?,endocrine system
image1067,Does infant body show adrenal tumor?,no
image1067,What is present?,endocrine
image1067,Is endocrine present?,yes
image1067,Is lateral view present?,no
image1067,What does this image show?,adrenal tumor
image1067,What is present ?,endocrine
image1067,Does this image show adrenal tumor?,yes
image1068,"Does this image show thyroid, follicular adenoma?",yes
image1068,Is polycystic disease present?,no
image1068,What is present?,endocrine
image1068,"Does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show thyroid, follicular adenoma?",no
image1068,Where does this belong to?,endocrine system
image1068,What does this image show?,thyroid
image1068,What is present ?,endocrine
image1068,Is endocrine present?,yes
image1069,Where does this belong to?,endocrine system
image1069,Is this photo of infant from head to toe present?,no
image1069,Is endocrine present?,yes
image1069,What is present ?,endocrine
image1069,"Does this section showing liver with tumor mass in hilar area tumor show thyroid, hashimotos?",no
image1069,"Does this image show thyroid, hashimotos?",yes
image1069,What does this image show?,thyroid
image1069,What is present?,endocrine
image1070,What is present ?,endocrine
image1070,Where does this belong to?,endocrine system
image1070,Is fibrinous peritonitis present?,no
image1070,"Does capillary show adrenal, cushing syndrome?",no
image1070,"Does this image show adrenal, cushing syndrome?",yes
image1070,What does this image show?,adrenal
image1070,What is present?,endocrine
image1070,Is endocrine present?,yes
image1071,What hemorrhage on one side kidneys are jaundiced?,section of both and adrenals
image1071,How many side do section of both kidneys and adrenals hemorrhage on kidneys are jaundiced?,one
image1071,Do section of both kidneys and adrenals hemorrhage on one side kidneys are jaundiced?,yes
image1071,Do intraductal lesions hemorrhage on one side kidneys are jaundiced?,no
image1071,How many side does this image show section of both kidneys and adrenals hemorrhage on kidneys are jaundiced?,one
image1071,What is present?,endocrine
image1071,What does this image show?,section of both kidneys and adrenals hemorrhage on one side kidneys are jaundiced
image1071,Is endocrine present?,yes
image1071,Is conjoined twins present?,no
image1071,Where does this belong to?,endocrine system
image1071,What hemorrhage on one side kidneys are jaundiced ?,section of both and adrenals
image1071,What is present ?,endocrine
image1071,Does heart show section of both kidneys and adrenals hemorrhage on one side kidneys are jaundiced?,no
image1071,Does this image show section of both kidneys and adrenals hemorrhage on one side kidneys are jaundiced?,yes
image1072,"Does this show thyroid, goiter?",no
image1072,"Does this image show thyroid, goiter?",yes
image1072,What is present ?,endocrine
image1072,Where does this belong to?,endocrine system
image1072,Is lymphangiomatosis present?,no
image1072,Is endocrine present?,yes
image1072,What is present?,endocrine
image1072,What does this image show?,thyroid
image1073,How is fixed tissue cut surface close-up view rather good apparently non- ?,functional
image1073,How is fixed tissue cut surface close-up view rather  apparently non-functional ?,good
image1073,What is present ?,nodules
image1073,What is present ?,adrenal
image1073,What is present ?,endocrine
image1073,What cut surface close-up view rather good apparently non-functional ?,fixed tissue
image1073,Where does this belong to?,endocrine system
image1073,Is nodules present?,yes
image1073,What is fixed tissue cut?,surface close-up view rather good apparently non-functional
image1073,Is adrenal present?,yes
image1073,What is present?,adrenal
image1073,Is endocrine present?,yes
image1073,What is present?,endocrine
image1073,Does this image show fixed tissue cut surface close-up view rather good apparently non-functional?,yes
image1073,What does this image show?,fixed tissue cut surface close-up view rather good apparently non-functional
image1073,Is fixed tissue cut surface close-up view rather good apparently non-functional?,yes
image1073,What is fixed tissue cut?,surface close-up view rather good apparently non-functional
image1073,What cut surface close-up view rather good apparently non-functional?,fixed tissue
image1073,What is present?,nodules
image1074,What is present ?,adrenal
image1074,What is present ?,endocrine
image1074,Where does this belong to?,endocrine system
image1074,Is this section showing liver with tumor mass in hilar area tumor present?,no
image1074,Is metastatic carcinoma present?,yes
image1074,Is subdiaphragmatic abscess present?,no
image1074,Does amyloidosis show fixed tissue close-up view shows tumor very well lung adenocarcinoma?,no
image1074,What is present?,adrenal
image1074,Is endocrine present?,yes
image1074,What is present?,endocrine
image1074,Does this image show fixed tissue close-up view shows tumor very well lung adenocarcinoma?,yes
image1074,What does this image show?,fixed tissue close-up view shows tumor very well lung adenocarcinoma
image1074,Is adrenal present?,yes
image1074,What is present ?,metastatic carcinoma
image1074,What is present?,metastatic carcinoma
image1075,What does this image show?,fixed tissue but color not bad typical lesion
image1075,What is present ?,endocrine
image1075,Where does this belong to?,endocrine system
image1075,Is cortical nodule present?,yes
image1075,What is present?,cortical nodule
image1075,Is adrenal present?,yes
image1075,What is present?,adrenal
image1075,Is endocrine present?,yes
image1075,What is present?,endocrine
image1075,Does this image show fixed tissue but color not bad typical lesion?,yes
image1075,What is present ?,cortical nodule
image1075,What is present ?,adrenal
image1076,What is present?,adenoma
image1076,Is adenoma present?,yes
image1076,Does coronary artery show cut surface 3 cm lesion very good?,no
image1076,Where does this belong to?,endocrine system
image1076,What is present ?,endocrine
image1076,What is present ?,adrenal
image1076,Is angiogram saphenous vein bypass graft present?,no
image1076,Is this present?,no
image1076,Is adrenal present?,yes
image1076,What is present ?,adenoma
image1076,Is notochord present?,no
image1076,How many cm does this image show cut surface lesion very good?,3
image1076,What is present?,adrenal
image1076,Does this image show cut surface 3 cm lesion very good?,yes
image1076,What does this image show?,cut surface 3 cm lesion very good
image1076,What is present?,endocrine
image1076,Is endocrine present?,yes
image1077,What is present ?,endocrine
image1077,What is present ?,hematoma
image1077,Where does this belong to?,endocrine system
image1077,Is hematoma present?,yes
image1077,Is adrenal present?,yes
image1077,What is present?,adrenal
image1077,Is endocrine present?,yes
image1077,What is present?,endocrine
image1077,Does this image show fixed tissue but not bad color stillborn infant maternal sepsis e coli hemorrhaged into peritoneum?,yes
image1077,What does this image show?,fixed tissue but not bad color stillborn infant maternal sepsis e coli hemorrhaged into peritoneum
image1077,What is present ?,adrenal
image1077,What is present?,hematoma
image1078,Does this image show nicely shown single nodule close-up?,yes
image1078,Does lymphangiomatosis show nicely shown single nodule close-up?,no
image1078,What is present?,endocrine
image1078,Is endocrine present?,yes
image1078,Is aldehyde fuscin present?,no
image1078,What is present?,adrenal
image1078,Is adrenal present?,yes
image1078,Is nipple duplication present?,no
image1078,What is present?,cortical nodule
image1078,Is cortical nodule present?,yes
image1078,Is vessel present?,no
image1078,What is present ?,endocrine
image1078,What is present ?,adrenal
image1078,What is present ?,cortical nodule
image1078,What does this image show?,nicely shown single nodule close-up
image1078,Where does this belong to?,endocrine system
image1079,What is present ?,adrenal
image1079,What does this image show?,extensive lesions scar carcinoma in lung
image1079,Is adrenal present?,yes
image1079,What is present?,adrenal
image1079,What is present ?,metastatic carcinoma lung
image1079,Does this image show extensive lesions scar carcinoma in lung?,yes
image1079,Is endocrine present?,yes
image1079,What is present?,metastatic carcinoma lung
image1079,Is metastatic carcinoma lung present?,yes
image1079,What is present?,endocrine
image1079,Where does this belong to?,endocrine system
image1079,What is present ?,endocrine
image1080,What is present?,female reproductive
image1080,Is peritoneum present?,no
image1080,"Does this image show cervix, mild dysplasia?",yes
image1080,What does this image show?,cervix
image1080,Where is this from?,female reproductive system
image1080,What is present ?,female reproductive
image1080,Is female reproductive present?,yes
