image,question,answer
image3194,What is glioblastoma?,a densely cellular tumor with necrosis and pseudo-palisading of tumor cell nuclei along the edge of the necrotic zone
image3195,Where is acute inflammatory infiltrate at?,the periphery of the infarct
image3195,Is the deposition acute inflammatory infiltrate at the periphery of the infarct?,no
image3195,Is there acute inflammatory infiltrate at the periphery of the infarct?,yes
image3195,What is there at the periphery of the infarct?,acute inflammatory
image3195,Does sequence of events in the pathogenesis of reversible and irreversible cell injury show typical coagulative necrosis ie?,no
image3195,What show typical coagulative necrosis?,renal tubules and glomeruli
image3195,What do renal tubules and glomeruli show?,typical coagulative necrosis
image3195,Do renal tubules and glomeruli show typical coagulative necrosis?,yes
image3196,"What remain within the predominantly metaplastic,  reddish mucosa of the distal esophagus?",a few areas of pale squamous mucosa
image3196,What do only a few areas of pale squamous mucosa remain within?,the predominantly metaplastic
image3196,"Do only a few areas of pale squamous mucosa remain within the predominantly metaplastic,  reddish mucosa of the distal esophagus?",yes
image3196,"Do the areas of white chalky deposits remain within the predominantly metaplastic,  reddish mucosa of the distal esophagus?",no
image3197,What contain abundant pink colloid within their lumina?,the hyperplastic follicles
image3197,Do the hyperplastic follicles contain abundant pink colloid within their lumina?,yes
image3197,What do the hyperplastic follicles contain?,abundant pink colloid within their lumina
image3197,The hyperplastic follicles contain abundant pink colloid within whose lumina ?,their
image3197,Do histologic features of the chancre contain abundant pink colloid within their lumina?,no
image3198,What compress the urethra into a slitlike lumen?,well-defined nodules
image3198,What do well-defined nodules compress?,the urethra into a slitlike lumen
image3198,Do the histone subunits compress the urethra into a slitlike lumen?,no
image3198,Do well-defined nodules compress the urethra into a slitlike lumen?,yes
image3199,Does the wedge-shaped infarct result in spherical contour and small size so as to contain the given volume of haemoglobin in the deformed red cell?,no
image3199,What lose their cell membrane further during passage through the spleen?,these rigid spherical cells
image3199,What do these rigid spherical cells lose?,their cell membrane further during passage through the spleen
image3199,Do these rigid spherical cells lose their cell membrane further during passage through the spleen?,yes
image3199,Do m phase lose their cell membrane further during passage through the spleen?,no
image3199,Does bdominal fat aspirate stained with congo red produce a circulating subpopulation of hyperspheroidal spherocytes while splenic macrophages in large numbers phagocytose defective red cells causing splenomegaly?,no
image3199,Does this produce a circulating subpopulation of hyperspheroidal spherocytes while splenic macrophages in large numbers phagocytose defective red cells causing splenomegaly?,yes
image3199,What does this produce?,a circulating subpopulation of hyperspheroidal spherocytes
image3199,Does this result in spherical contour and small size so as to contain the given volume of haemoglobin in the deformed red cell?,yes
image3199,What produces a circulating subpopulation of hyperspheroidal spherocytes while splenic macrophages in large numbers phagocytose defective red cells causing splenomegaly?,this
image3199,Do left side lose their cell membrane further during passage through the spleen?,no
image3199,What results in spherical contour and small size so as to contain the given volume of haemoglobin in the deformed red cell?,this
image3199,D lose whose cell membrane further during passage through the spleen?,their
image3199,"Do mutations in membrane proteins-alpha-spectrin, beta-spectrin and ankyrin, result in defect in anchoring of lipid bilayer of the membrane to the underlying cytoskeleton?",yes
image3199,What result in defect in anchoring of lipid bilayer of the membrane to the underlying cytoskeleton?,mutations in membrane proteins-alpha-spectrin
image3199,These rigid spherical cells lose whose cell membrane further during passage through the spleen?,their
image3199,When do these rigid spherical cells lose their cell membrane further?,during passage through the spleen
image3199,When do d lose their cell membrane further?,during passage through the spleen
image3199,When do these rigid spherical cells lose their cell membrane further?,during passage through the spleen
image3199,Do these end components of chromosome result in defect in anchoring of lipid bilayer of the membrane to the underlying cytoskeleton?,no
image3200,How is acute epididymitis caused?,by gonococcal infection
image3200,Is acute epididymitis caused by gonococcal infection?,yes
image3200,Is bowing of legs caused by gonococcal infection?,no
image3200,What is involved by an abscess?,the epididymis
image3200,What is caused by gonococcal infection?,acute epididymitis
image3200,Is normal testis seen on the right?,yes
image3200,Where is normal testis seen?,on the right
image3200,What is seen on the right?,normal testis
image3200,Is this in turn involved by an abscess?,no
image3200,Is the epididymis involved by an abscess?,yes
image3200,What is acute epididymitis caused by?,gonococcal infection
image3200,Is the irreversible injury seen on the right?,no
image3201,Is classification of chromosomes base on size and location of centromere?,yes
image3201,What is classification of chromosomes based on?,size and location centromere
image3201,What is based on size and location of centromere?,classification chromosomes 
image3201,Is the serial numbers in the figure base on size and location of centromere?,no
image3202,The hyperplastic follicles contain abundant pink colloid within whose lumina ?,their
image3202,Does the injurious stimulus contain areas of fibrosis and cystic change?,no
image3202,What contains areas of fibrosis and cystic change?,the coarsely nodular gland
image3202,What does the coarsely nodular gland contain?,areas of fibrosis and cystic change
image3202,Does the coarsely nodular gland contain areas of fibrosis and cystic change?,yes
image3203,What is seen abutting the optic nerve?,poorly cohesive tumor in retina
image3203,What is the  poorly cohesive tumor in the retina seen abutting?,the optic nerve
image3203,Is the poorly cohesive tumor in the retina seen abutting the optic nerve?,yes
image3203,"Is the tan-colored,  encapsulated small tumor seen abutting the optic nerve?",no
image3204,What does the histologic appearance demonstrate?,small
image3204,"Does the histologic appearance demonstrate small round,  uniform nuclei and moderate cytoplasm?",yes
image3205,Is the gastric wall markedly thickened?,yes
image3205,What is markedly thickened?,the gastric wall
image3205,"Is a binucleate reed-sternberg cell with large,  inclusion-like nucleoli and abundant cytoplasm fold partially lost?",no
image3205,Are the rugal fold partially lost?,yes
image3205,Is an arteriole markedly thickened?,no
image3206,What is present?,oral
image3206,Does myoma lesion show epulis fissuratum?,no
image3206,Does this image show epulis fissuratum?,yes
image3206,What does this image show?,epulis fissuratum
image3206,Is oral present?,yes
image3206,Where is this?,oral
image3206,Is periprostatic vein thrombi present?,no
image3207,Does this image show pleomorphic adenoma benign mixed tumor?,yes
image3207,Where is this?,oral
image3207,Is oral present?,yes
image3207,What is present?,oral
image3207,Does metastatic malignant melanoma show pleomorphic adenoma benign mixed tumor?,no
image3207,What does this image show?,pleomorphic adenoma benign mixed tumor
image3207,Is postpartum uterus present?,no
image3208,Does ulcerative lesion show sarcoidosis?,no
image3208,Does this image show sarcoidosis?,yes
image3208,What does this image show?,sarcoidosis
image3208,Where is this?,oral
image3208,What is present?,oral
image3208,Is oral present?,yes
image3208,Is metastatic melanoma present?,no
image3209,What does this image show?,chronic sialadenitis
image3209,Does this image show chronic sialadenitis?,yes
image3209,Does sugar coated show chronic sialadenitis?,no
image3209,What is present?,oral
image3209,Is oral present?,yes
image3209,Is 7182 and 7183 present?,no
image3209,Where is this?,oral
image3210,Is oral present?,yes
image3210,Is excellent example present?,no
image3210,Where is this?,oral
image3210,What does this image show?,compound nevus
image3210,Does this image show compound nevus?,yes
image3210,Does bilateral cleft palate show compound nevus?,no
image3210,What is present?,oral
image3211,Is oral present?,yes
image3211,Does this image show incisive canal cyst nasopalatien duct cyst?,yes
image3211,What does this image show?,incisive canal cyst nasopalatien duct cyst
image3211,Is nuclear change present?,no
image3211,What is present?,oral
image3211,Does pulmonary osteoarthropathy show incisive canal cyst nasopalatien duct cyst?,no
image3211,Where is this?,oral
image3212,What is present?,oral
image3212,Does opened base of skull with brain show pemphigus vulgaris?,no
image3212,Does this image show pemphigus vulgaris?,yes
image3212,What does this image show?,pemphigus vulgaris
image3212,Where is this?,oral
image3212,Is umbilical cord present?,no
image3212,Is oral present?,yes
image3213,Where is this?,oral
image3213,What does this image show?,intramucosal nevus
image3213,Does this image show intramucosal nevus?,yes
image3213,Does opened larynx show intramucosal nevus?,no
image3213,What is present?,oral
image3213,Is oral present?,yes
image3213,Is matting history of this case present?,no
image3214,Does this image show leukemic infiltrate?,yes
image3214,Is side present?,no
image3214,Is oral present?,yes
image3214,What is present?,oral
image3214,Does infiltrative process show leukemic infiltrate?,no
image3214,What does this image show?,leukemic infiltrate
image3214,Where is this?,oral
image3215,Is oral present?,yes
image3215,Where is this?,oral
image3215,What does this image show?,papilloma
image3215,Does this image show papilloma?,yes
image3215,Does chronic ischemia show papilloma?,no
image3215,What is present?,oral
image3215,Is polyarteritis nodosa present?,no
image3216,Where is this?,oral
image3216,Is feet present?,no
image3216,What is present?,oral
image3216,Does intraductal papillomatosis with apocrine metaplasia show capillary hemangioma?,no
image3216,Does this image show capillary hemangioma?,yes
image3216,What does this image show?,capillary hemangioma
image3216,Is oral present?,yes
image3217,Does this image show burkits lymphoma?,yes
image3217,What is present?,oral
image3217,Where is this?,oral
image3217,Is whipples disease present?,no
image3217,Is oral present?,yes
image3217,Does intraductal papillomatosis show burkits lymphoma?,no
image3217,What does this image show?,burkits lymphoma
image3218,Where is this?,oral
image3218,What does this image show?,hematopoietic bone marrow defect
image3218,Does this image show hematopoietic bone marrow defect?,yes
image3218,Does hypertension show hematopoietic bone marrow defect?,no
image3218,What is present?,oral
image3218,Is oral present?,yes
image3218,Is subependymal giant cell astrocytoma present?,no
image3219,Is this close-up of cut surface infiltrates present?,no
image3219,Is oral present?,yes
image3219,What is present?,oral
image3219,Does splenomegaly with cirrhosis show periapical granuloma?,no
image3219,Does this image show periapical granuloma?,yes
image3219,What does this image show?,periapical granuloma
image3219,Where is this?,oral
image3220,Is metastatic carcinoma prostate present?,no
image3220,Is oral present?,yes
image3220,Does mixed mesodermal tumor show developing 3rd molar?,no
image3220,What is present?,oral
image3220,Does this image show developing 3rd molar?,yes
image3220,What does this image show?,developing 3rd molar
image3220,Where is this?,oral
image3221,Where is this?,oral
image3221,What does this image show?,chronic osteomyelitis
image3221,Does this image show chronic osteomyelitis?,yes
image3221,Does cut edge of mesentery show chronic osteomyelitis?,no
image3221,What is present?,oral
image3221,Is oral present?,yes
image3221,Is chest and abdomen slide present?,no
image3222,"Does intraductal papillomatosis show skeletal muscle, atrophy due to immobilization cast?",no
image3222,What is present?,musculoskeletal
image3222,Is vasculitis foreign body present?,no
image3222,Is musculoskeletal present?,yes
image3222,"Why does this image show skeletal muscle, atrophy?",due to immobilization cast
image3222,What does this image show?,skeletal muscle
image3222,"Does this image show skeletal muscle, atrophy due to immobilization cast?",yes
image3223,"Does opened muscle show synovium, pannus and fibrinoid necrosis, rheumatoid arthritis?",no
image3223,What does this image show?,synovium
image3223,Is musculoskeletal present?,yes
image3223,Is mucoepidermoid carcinoma present?,no
image3223,What is present?,musculoskeletal
image3223,"Does this image show synovium, pannus and fibrinoid necrosis, rheumatoid arthritis?",yes
image3224,Is musculoskeletal present?,yes
image3224,Is infarction secondary to shock present?,no
image3224,What is present?,musculoskeletal
image3224,"Does child show bone, vertebral body opsteopenia, osteoporosis?",no
image3224,"Does this image show bone, vertebral body opsteopenia, osteoporosis?",yes
image3224,What does this image show?,bone
image3225,"Does normal show synovial proliferation, villous, rheumatoid arthritis?",no
image3225,Is external view of spleen with multiple recent infarcts present?,no
image3225,Is joints present?,yes
image3225,What is present?,joints
image3225,"Does this image show synovial proliferation, villous, rheumatoid arthritis?",yes
image3225,What does this image show?,synovial proliferation
image3226,"Does nuclear change show tracheotomy site, granulation tissue?",no
image3226,What is present?,muscle
image3226,Is muscle present?,yes
image3226,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image3226,What is present?,soft tissue
image3226,What does this image show?,tracheotomy site
image3226,Is soft tissue present?,yes
image3226,Is rheumatoid arthritis present?,no
image3226,"Does this image show tracheotomy site, granulation tissue?",yes
image3227,Is joints present?,yes
image3227,What does this image show?,gout
image3227,Does this image show gout?,yes
image3227,Does polycystic disease show gout?,no
image3227,What is present?,joints
image3227,Is mitotic figures present?,no
image3228,"Does this image show rheumatoid arthritis, synovial hypertrophy with formation of villi pannus?",yes
image3228,Is joints present?,yes
image3228,What is present?,joints
image3228,"Does krukenberg tumor show rheumatoid arthritis, synovial hypertrophy with formation of villi pannus?",no
image3228,What does this image show?,rheumatoid arthritis
image3228,Is a barely seen vascular mass extruding from occipital region of skull arms and legs present?,no
image3229,What does this image show?,distal femur lesion
image3229,Is joints present?,yes
image3229,What is present?,joints
image3229,Does this image show distal femur lesion?,yes
image3230,What does this image show?,bone
image3230,"Does this image show bone, hyperparathyroidism,?",yes
image3230,What is present?,joints
image3230,Is joints present?,yes
image3231,Is joints present?,yes
image3231,Is view looking down on heads present?,no
image3231,What is slide?,tumor well shown gross
image3231,What is present?,joints
image3231,Does sickle cell disease show tumor well shown gross is slide?,no
image3231,Does this image show tumor well shown gross is slide?,yes
image3231,What does this image show?,tumor well shown gross is slide
image3231,Is malignant adenoma slide?,no
image3231,Is tumor well shown gross slide?,yes
image3231,What is tumor well shown gross?,slide
image3232,What does this image show?,med good carcinoma with some bone resorption
image3232,What is present?,joints
image3232,How does this image show med good carcinoma?,with some bone resorption 
image3233,Is hearts present?,no
image3233,Does this image show typical lesion?,yes
image3233,What does this image show?,typical lesion
image3233,What is present?,joints
image3233,Does histoplasmosis show typical lesion?,no
image3233,Is joints present?,yes
image3234,What does this image show?,chronic inflammatory cells and langhans type giant cells case 31
image3234,What is present?,joints
image3235,What is present?,soft tissue
image3235,What is present?,muscle
image3235,Is muscle present?,yes
image3235,What does this image show?,typical acute lesion very good
image3235,Is soft tissue present?,yes
image3235,Does this image show typical acute lesion very good?,yes
image3236,Does this image show typical lesion case associated with widespread vasculitis?,yes
image3236,Is joints present?,yes
image3236,Does gangrene toe in infant show typical lesion case associated with widespread vasculitis?,no
image3236,What does this image show?,typical lesion case associated with widespread vasculitis
image3236,Is peritoneal surface of uterus and douglas pouch outstanding photo primary present?,no
image3236,How is typical lesion case associated with  vasculitis ?,widespread
image3236,What is present?,joints
image3237,What does this image show?,new bone formation excellent depiction large myofibroblastic osteoblastic cells induced by tumor tumor also seen gross is additional 3194 and
image3237,What is present?,joints
image3237,Is joints present?,yes
image3237,What is additional 3194 and?,new bone formation excellent depiction large myofibroblastic osteoblastic cells induced by tumor tumor also seen gross
image3238,What is present?,soft tissue
image3238,Does papillary adenoma show skeletal muscle atrophy?,no
image3238,Is soft tissue present?,yes
image3238,What does this image show?,skeletal muscle atrophy
image3238,Is normal newborn present?,no
image3238,Does this image show skeletal muscle atrophy?,yes
image3239,Is soft tissue present?,yes
image3239,Is carcinomatosis present?,no
image3239,Is muscle present?,yes
image3239,What is present?,muscle
image3239,"Does seminoma show tracheotomy site, granulation tissue?",no
image3239,"Does this image show tracheotomy site, granulation tissue?",yes
image3239,What does this image show?,tracheotomy site
image3239,Is jejunum present?,no
image3239,What is present?,soft tissue
image3240,What does this image show?,tracheotomy site
image3240,"Does this image show tracheotomy site, granulation tissue?",yes
image3240,"Does granulomata slide show tracheotomy site, granulation tissue?",no
image3240,What is present?,muscle
image3240,Is muscle present?,yes
image3240,Is all the fat necrosis present?,no
image3240,What is present?,soft tissue
image3240,Is soft tissue present?,yes
image3240,Is face present?,no
image3241,What does this image show?,gout
image3241,Does this image show gout?,yes
image3241,Does vasculitis foreign body show gout?,no
image3241,Is joints present?,yes
image3241,Is cushings disease present?,no
image3241,What is present?,joints
image3242,Is varices present?,no
image3242,Is joints present?,yes
image3242,What is present?,joints
image3242,Does inflamed exocervix show gout?,no
image3242,Does this image show gout?,yes
image3242,What does this image show?,gout
image3243,Is joints present?,yes
image3243,What is present?,joints
image3243,Is external view several capsule lacerations present?,no
image3243,Does acute lymphocytic leukemia show gout?,no
image3243,What does this image show?,gout
image3243,Does this image show gout?,yes
image3244,Is this present?,no
image3244,"Why does this image show skeletal muscle, atrophy?",due to immobilization cast
image3244,What does this image show?,skeletal muscle
image3244,"Does this image show skeletal muscle, atrophy due to immobilization cast?",yes
image3244,"Does this protocol show skeletal muscle, atrophy due to immobilization cast?",no
image3244,What is present?,musculoskeletal
image3244,Is musculoskeletal present?,yes
image3245,Where is this?,lung
image3245,Is case of dic not bad photo present?,no
image3245,Is respiratory present?,yes
image3245,What is present?,respiratory
image3245,What does this image show?,lung
image3245,"Does this image show lung, mycobacterium tuberculosis, acid fast?",yes
image3245,"Does hemochromatosis show lung, mycobacterium tuberculosis, acid fast?",no
image3246,What does this image show?,lung
image3246,Is respiratory present?,yes
image3246,"Does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?",yes
image3246,"Does ap view show lung, mycobacterium tuberculosis, granulomas and giant cells?",no
image3246,What is present?,respiratory
image3246,Is maxillary sinus present?,no
image3246,Where is this?,lung
image3247,Where is this?,lung
image3247,Is sickle cell disease present?,no
image3247,Is respiratory present?,yes
image3247,"Does nodular tumor show lung, diffuse alveolar damage?",no
image3247,"Does this image show lung, diffuse alveolar damage?",yes
image3247,What does this image show?,lung
image3247,What is present?,respiratory
image3248,What is present?,respiratory
image3248,"Does this image show lung, congestive heart failure, bone marrow embolus?",yes
image3248,What does this image show?,lung
image3248,Is respiratory present?,yes
image3248,Is papillary intraductal adenocarcinoma present?,no
image3248,Where is this?,lung
image3248,"Does fibrinous peritonitis show lung, congestive heart failure, bone marrow embolus?",no
image3249,Is respiratory present?,yes
image3249,What is present?,respiratory
image3249,Do malignant adenoma stain?,no
image3249,Do silver stain?,yes
image3249,What stain?,silver
image3249,"Does chromophobe adenoma show lung, pneumocystis pneumonia?",no
image3249,Is fibroma present?,no
image3249,"Does this image show lung, pneumocystis pneumonia?",yes
image3249,What does this image show?,lung
image3249,Where is this?,lung
image3250,What does this image show?,lung
image3250,Does this image show lung?,yes
image3250,Does anencephaly and bilateral cleft palate show lung?,no
image3250,What is present?,respiratory
image3250,Where is this?,lung
image3250,Is spinal column present?,no
image3250,Is respiratory present?,yes
image3251,"Does cysticercosis show lung, cryptococcal pneumonia?",no
image3251,Is postpartum uterus present?,no
image3251,Is respiratory present?,yes
image3251,Where is this?,lung
image3251,What does this image show?,lung
image3251,"Does this image show lung, cryptococcal pneumonia?",yes
image3251,What is present?,respiratory
image3252,"Does this image show lung, congestion, heart failure cells hemosiderin laden macrophages?",yes
image3252,What does this image show?,lung
image3252,"Does pinworm show lung, congestion, heart failure cells hemosiderin laden macrophages?",no
image3252,What is present?,respiratory
image3252,Is respiratory present?,yes
image3252,Is glioblastoma multiforme present?,no
image3252,Where is this?,lung
image3253,What stain?,this image shows lung
image3253,"Do this image shows lung, bronchopneumonia, bacterial, tissue gram stain?",yes
image3253,What is present?,respiratory
image3253,Is respiratory present?,yes
image3253,Where is this?,lung
image3254,"Does neurofibrillary change show lung, infarct, acute and organized?",no
image3254,Is respiratory present?,yes
image3254,What is present?,respiratory
image3254,"Does this image show lung, infarct, acute and organized?",yes
image3254,Where is this?,lung
image3254,What does this image show?,lung
image3254,Is digital infarcts bacterial endocarditis present?,no
image3255,Where is this?,lung
image3255,Is there present?,no
image3255,Is respiratory present?,yes
image3255,What is present?,respiratory
image3255,"Does ulcer with candida infection show lung, histoplasma pneumonia?",no
image3255,"Does this image show lung, histoplasma pneumonia?",yes
image3255,What does this image show?,lung
image3256,What is present?,respiratory
image3256,Does this image show Breast cancer metastasis to lung?,yes
image3256,Is respiratory present?,yes
image3256,What does this image show?,Breast cancer metastasis to lung
image3256,Where is this?,lung
image3257,Is respiratory present?,yes
image3257,Is metastatic pancreas carcinoma present?,no
image3257,Where is this?,lung
image3257,What is present?,respiratory
image3257,"Does this image show lung, infarct, acute and organized?",yes
image3257,What does this image show?,lung
image3257,"Does opened muscle show lung, infarct, acute and organized?",no
image3258,"Does this image show lung, sarcoidosis, multinucleated giant cells with asteroid bodies?",yes
image3258,Where is this?,lung
image3258,Is respiratory present?,yes
image3258,What is present?,respiratory
image3258,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image3258,What does this image show?,lung
image3259,"Does this image show lung, mycobacterium tuberculosis, granulomas and giant cells?",yes
image3259,"Does polycystic disease show lung, mycobacterium tuberculosis, granulomas and giant cells?",no
image3259,What is present?,respiratory
image3259,Is respiratory present?,yes
image3259,Is morphology present?,no
image3259,What does this image show?,lung
image3259,Where is this?,lung
image3260,Where is this?,lung
image3260,"Does pancreas show lung, multinucleated foreign body giant cell?",no
image3260,"Does this image show lung, multinucleated foreign body giant cell?",yes
image3260,What does this image show?,lung
image3261,Does serous cystadenoma stain?,no
image3261,What is present?,respiratory
image3261,Is respiratory present?,yes
image3261,Where is this?,lung
image3261,Does trichrome stain?,yes
image3261,Is endometritis present?,no
image3261,"Was coronary artery anomalous origin left from pulmonary artery used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",no
image3261,What stain?,trichrome
image3261,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image3261,"How many antitrypsin was talc used to sclerose emphysematous lung, alpha-deficiency?",1
image3261,"What was used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",talc
image3261,"Does this person show pleura, talc reaction?",no
image3261,"Does this image show pleura, talc reaction?",yes
image3261,What does this image show?,pleura
image3261,"Was talc used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",yes
image3262,What does this image show?,pleura
image3262,"Does this image show pleura, talc reaction?",yes
image3262,"Does purulent sinusitis show pleura, talc reaction?",no
image3262,"What was used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",talc
image3262,"How many antitrypsin was talc used to sclerose emphysematous lung, alpha-deficiency?",1
image3262,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image3262,"Was macerated stillborn used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",no
image3262,What is present?,respiratory
image3262,Is respiratory present?,yes
image3262,Is this partially fixed gross present?,no
image3262,Where is this?,lung
image3262,"Was talc used to sclerose emphysematous lung, alpha-1 antitrypsin deficiency?",yes
image3263,"Does oil acid show brain, herpes encephalitis?",no
image3263,"Does this image show brain, herpes encephalitis?",yes
image3263,What is present?,nervous
image3263,Is nervous present?,yes
image3263,Is aplastic present?,no
image3263,What does this image show?,brain
image3264,Does cytomegalovirus show external view bilateral cleft palate?,no
image3264,Does this image show external view bilateral cleft palate?,yes
image3264,What does this image show?,external view bilateral cleft palate
image3265,Does this image show opened scalp to show small cranium inside of boggy edematous scalp?,yes
image3265,What is present?,lymphangiomatosis
image3265,What is present ?,Lymphangiomatosis
image3265,Is lymphangiomatosis present?,yes
image3266,What does this image show?,large nodular osteoma in right temporal fossa
image3266,Does this image show large nodular osteoma in right temporal fossa?,yes
image3266,Does fibroma show large nodular osteoma in right temporal fossa?,no
image3266,What is present?,bone
image3266,"Is bone, calvarium present?",yes
image3266,Is embryo-fetus present?,no
image3266,What is present ?,"bone, calvarium"
image3267,What is present?,basilar skull fracture
image3267,What is present?,bone
image3267,What is present ?,basilar skull fracture
image3267,What is present ?,"bone, calvarium"
image3267,Is basilar skull fracture present?,yes
image3267,"Is bone, calvarium present?",yes
image3268,Is malformed base present?,yes
image3268,Is malformed base present?,yes
image3268,What is present ?,malformed base
image3268,What is present?,malformed base
image3269,Is carcinomatosis endometrium primary present?,no
image3269,Is rheumatoid arthritis present?,yes
image3269,"Is bone , calvarium present?",yes
image3269,What is present?,rheumatoid arthritis
image3269,Is rheumatoid arthritis present?,yes
image3269,Does hematoma show stenotic foramen magnum in situs excellent example?,no
image3269,What is present ?,rheumatoid arthritis
image3269,What is present?,bone
image3269,Is benign cystic teratoma present?,no
image3269,What does this image show?,stenotic foramen magnum in situs excellent example
image3269,Does this image show stenotic foramen magnum in situs excellent example?,yes
image3269,What is present ?,"bone, calvarium"
image3269,"Is bone, calvarium present?",yes
image3270,Does this image show body on autopsy table lesion that supposedly predicts premature coronary disease is easily seen?,yes
image3270,What is easily seen ?,body on autopsy table lesion that supposedly predicts premature coronary disease
image3270,What is present ?,ear lobe horizontal crease
image3270,What is easily seen?,premature coronary disease
image3270,Is premature coronary disease easily seen?,yes
image3270,Is granulosa cell tumor easily seen?,no
image3270,Does bicornate uterus show body on autopsy table lesion that supposedly predicts premature coronary disease is easily seen?,no
image3270,What does this image show?,body on autopsy table lesion that supposedly predicts premature coronary disease is easily seen
image3270,Is ear lobe horizontal crease present?,yes
image3270,Is source present?,no
image3270,Is body on autopsy table lesion that supposedly predicts premature coronary disease easily seen?,yes
image3270,Is ear lobe horizontal crease present?,yes
image3270,What is present?,ear lobe horizontal crease
image3271,Does this image show close-up of linear fracture very well?,yes
image3271,What is present ?,"bone, calvarium"
image3271,What does this image show?,close-up of linear fracture very well
image3271,What is present?,bone
image3271,"Is bone, calvarium present?",yes
image3271,What is present?,basilar skull fracture
image3271,What is present ?,basilar skull fracture
image3271,Is basilar skull fracture present?,yes
image3272,What is present ?,temporal muscle hemorrhage
image3272,Is temporal muscle hemorrhage present?,yes
image3272,Does this protocol have basal skull fracture chronic subdural hematoma malignant lymphoma and acute myelogenous leukemia ?,yes
image3272,Is temporal muscle hemorrhage present?,yes
image3272,What is present?,temporal muscle hemorrhage
image3272,Does this protocol have basal skull fracture chronic subdural hematoma malignant lymphoma and acute myelogenous leukemia?,yes
image3272,What does this protocol have?,basal skull fracture chronic subdural hematoma malignant lymphoma and acute myelogenous leukemia
image3272,What has basal skull fracture chronic subdural hematoma malignant lymphoma and acute myelogenous leukemia ?,this protocol
image3272,What has basal skull fracture chronic subdural hematoma malignant lymphoma and acute myelogenous leukemia?,this protocol
image3272,What does this protocol have?,basal skull fracture chronic subdural hematoma malignant lymphoma and acute myelogenous leukemia
image3273,Is case of dic not bad photo present?,no
image3273,Is Pierre robin sndrome present?,yes
image3273,What is present?,Pierre robin sndrome
image3273,Does case of peritonitis slide show lateral view of infants head showing mandibular lesion?,no
image3273,Does this image show lateral view of infants head showing mandibular lesion?,yes
image3273,What does this image show?,lateral view of infants head showing mandibular lesion
image3273,What head showing mandibular lesion ?,lateral view of infants
image3273,Do liver with tuberculoid granuloma in glissons head showing mandibular lesion?,no
image3273,What is present ?,Pierre robin sndrome
image3273,How do lateral view of infants head showing  lesion ?,mandibular
image3273,What do lateral view of infants head?,showing mandibular lesion
image3273,Do lateral view of infants head showing mandibular lesion?,yes
image3273,What do lateral view of infants head?,showing mandibular lesion
image3273,What head showing mandibular lesion?,lateral view of infants
image3274,What is present?,choanal atresia
image3274,Is teeth present?,no
image3274,What left was patent hemisection of nose ?,right side atresia
image3274,What is right side atresia left?,was patent hemisection of nose
image3274,What is present ?,choanal atresia
image3274,What does this image show?,right side atresia left was patent hemisection of nose
image3274,Does this image show right side atresia left was patent hemisection of nose?,yes
image3274,Is outside adrenal capsule section left was patent hemisection of nose?,no
image3274,Is right side atresia left was patent hemisection of nose?,yes
image3274,What is right side atresia left?,was patent hemisection of nose
image3274,What left was patent hemisection of nose?,right side atresia
image3274,Does pus in test tube show right side atresia left was patent hemisection of nose?,no
image3274,Is choanal atresia present?,yes
image3275,What is present ?,adenoma sebaceum
image3275,What does this image show?,very good example associated with tuberous sclerosis
image3275,How is very good example associated with  sclerosis ?,tuberous
image3275,Does this image show very good example associated with tuberous sclerosis?,yes
image3275,Does hypertension show very good example associated with tuberous sclerosis?,no
image3275,What is present?,Face
image3275,Is opened uterus and cervix with large cervical myoma protruding into vagina slide present?,no
image3275,Is Face present?,yes
image3275,Is adenoma sebaceum present?,yes
image3275,Is lesion of myocytolysis present?,no
image3275,What associated with tuberous sclerosis ?,very good example
image3275,What is very good example associated?,with tuberous sclerosis
image3275,What is present ?,Face
image3275,What is present?,adenoma sebaceum
image3276,Does all the fat necrosis show frontal sinuses inflammation and pus well shown?,no
image3276,What does this image show?,frontal sinuses inflammation and pus well shown
image3276,Does this image show frontal sinuses inflammation and pus well shown?,yes
image3276,What is present?,purulent sinusitis
image3276,Is purulent sinusitis present?,yes
image3276,Is carcinomatosis endometrium primary present?,no
image3276,What well shown ?,frontal sinuses inflammation and pus
image3276,What is present ?,purulent sinusitis
image3277,Is slide present?,no
image3277,What is present?,basilar skull fracture
image3277,Is basilar skull fracture present?,yes
image3277,What looks more like a gunshot wound ?,this
image3277,Is leiomyoma present?,no
image3277,What looks more like a gunshot wound?,this
image3277,What is present?,bone
image3277,Does wound look more like a gunshot wound?,no
image3277,Does this look more like a gunshot wound?,yes
image3277,What does this look?,more like a gunshot wound
image3277,"Is bone, calvarium present?",yes
image3277,What is present ?,"bone, calvarium"
