image,question,answer
image3353,What is present ?,placenta
image3353,What is present?,placenta
image3353,What is present ?,female reproductive
image3353,Where is this from?,female reproductive system
image3354,Does this image show normal ovary?,yes
image3354,Does nodule show normal ovary?,no
image3354,What is present?,female reproductive
image3354,Is female reproductive present?,yes
image3354,Is amyloidosis present?,no
image3354,Where is this from?,female reproductive system
image3354,What is present ?,female reproductive
image3355,"Does this image show uterus, leiomyomas?",yes
image3355,What does this image show?,uterus
image3355,What is present?,female reproductive
image3355,Is female reproductive present?,yes
image3355,Is adrenal present?,no
image3355,Where is this from?,female reproductive system
image3355,What is present ?,female reproductive
image3355,"Does fibrinous peritonitis show uterus, leiomyomas?",no
image3356,What is present?,female reproductive
image3356,Where is this from?,female reproductive system
image3356,Is macerated stillborn present?,no
image3356,Is female reproductive present?,yes
image3356,"Does lymphangiomatosis show cervix, squamous metaplasia?",no
image3356,What is present ?,female reproductive
image3356,What does this image show?,cervix
image3356,"Does this image show cervix, squamous metaplasia?",yes
image3357,Is mucoepidermoid carcinoma present?,no
image3357,Is female reproductive present?,yes
image3357,Where is this from?,female reproductive system
image3357,What is present ?,female reproductive
image3357,"Does this image show cervix, squamous metaplasia?",yes
image3357,What is present?,female reproductive
image3357,What does this image show?,cervix
image3357,"Does outside adrenal capsule section show cervix, squamous metaplasia?",no
image3358,What is present ?,fetus developing very early
image3358,What is present ?,female reproductive
image3358,Where is this from?,female reproductive system
image3358,Is adenocarcinoma present?,no
image3358,Is fetus developing very early present?,yes
image3358,What is present?,fetus developing very early
image3358,Is fibrotic lesion present?,no
image3358,Is uterus present?,yes
image3358,What is present?,uterus
image3358,Is glomerulosa present?,no
image3358,Is female reproductive present?,yes
image3358,What is present?,female reproductive
image3358,What is present ?,uterus
image3358,Does aorta show shows early placental development?,no
image3358,Does this image show shows early placental development?,yes
image3358,What does this image show?,shows early placental development
image3359,Is anomalous origin present?,no
image3359,What is present?,leiomyosarcoma
image3359,Is leiomyosarcoma present?,yes
image3359,Is this great toe present?,no
image3359,Where is this from?,female reproductive system
image3359,What is present ?,female reproductive
image3359,What is present ?,uterus
image3359,What is present ?,leiomyosarcoma
image3359,What is present?,uterus
image3359,Is uterus present?,yes
image3359,Is 70yof present?,no
image3359,How does this image show excellent photo of pleomorphic spindle cell tumor?,with storiform pattern 
image3359,What is present?,female reproductive
image3359,Does this image show excellent photo of pleomorphic spindle cell tumor with storiform pattern?,yes
image3359,Does medial aspect show excellent photo of pleomorphic spindle cell tumor with storiform pattern?,no
image3359,What does this image show?,excellent photo of pleomorphic spindle cell tumor with storiform pattern
image3359,Is female reproductive present?,yes
image3360,What is present ?,female reproductive
image3360,What is present ?,uterus
image3360,What does this image show?,bizarre strap and fusiform cells
image3360,Does this image show bizarre strap and fusiform cells?,yes
image3360,Does malignant adenoma show bizarre strap and fusiform cells?,no
image3360,What is present?,female reproductive
image3360,What is present?,uterus
image3360,Is coronary atherosclerosis present?,no
image3360,What is present ?,mixed mesodermal tumor
image3360,Where is this from?,female reproductive system
image3360,What is present?,mixed mesodermal tumor
image3360,Is adrenal of premature 30 week gestation gram infant lesion present?,no
image3360,Is uterus present?,yes
image3360,Is female reproductive present?,yes
image3360,Is yellow color present?,no
image3360,Is mixed mesodermal tumor present?,yes
image3361,What does this image show?,cervix
image3361,"Does this image show cervix, severe dysplasia to carcinoma in situ?",yes
image3361,"Does fallopian tube show cervix, severe dysplasia to carcinoma in situ?",no
image3361,What is present?,female reproductive
image3361,Is female reproductive present?,yes
image3361,Is thecoma present?,no
image3361,Where is this from?,female reproductive system
image3361,What is present ?,female reproductive
image3362,What does this image show?,cervix
image3362,"Does glioma show cervix, mild dysplasia?",no
image3362,What is present?,female reproductive
image3362,"Does this image show cervix, mild dysplasia?",yes
image3362,Is female reproductive present?,yes
image3362,Is cytomegalovirus present?,no
image3362,Where is this from?,female reproductive system
image3362,What is present ?,female reproductive
image3363,"Does leiomyosarcoma show cervix, squamous metaplasia?",no
image3363,Is acute lymphocytic leukemia present?,no
image3363,Is female reproductive present?,yes
image3363,What is present?,female reproductive
image3363,"Does this image show cervix, squamous metaplasia?",yes
image3363,What does this image show?,cervix
image3363,Where is this from?,female reproductive system
image3363,What is present ?,female reproductive
image3364,Does this image show opened abdomen in situ excellent example inflamed gut and yellow-green pus?,yes
image3364,What is present ?,peritoneum
image3364,Where is this area in the body?,abdomen
image3364,Is acute peritonitis present?,yes
image3364,What is present?,acute peritonitis
image3364,Is subdiaphragmatic abscess present?,no
image3364,Is peritoneum present?,yes
image3364,What is present?,peritoneum
image3364,What is present ?,acute peritonitis
image3365,What is present ?,peritoneum
image3365,What is present ?,Carcinomatosis
image3365,Where is this area in the body?,abdomen
image3365,Is peritoneum present?,yes
image3365,Is omphalocele present?,no
image3365,What is present?,carcinomatosis
image3365,Is carcinomatosis present?,yes
image3365,Is peritoneum present?,no
image3365,Does this image show opened abdomen with large lesions typical?,yes
image3365,What is present?,peritoneum
image3365,Does omphalocele show opened abdomen with large lesions typical?,no
image3366,What is present ?,Abdomen
image3366,What is present ?,Situs Inversus
image3366,Is carcinomatosis present?,no
image3366,Is situs Inversus present?,yes
image3366,What is present?,situs Inversus
image3366,Is tuberculous peritonitis present?,no
image3366,Is abdomen present?,yes
image3366,What is present?,abdomen
image3366,Does omphalocele show opened peritoneal cavity showing cecum and appendix on left side?,no
image3366,Where is this area in the body?,abdomen
image3366,Does this image show opened peritoneal cavity showing cecum and appendix on left side?,yes
image3367,Is tuberculous peritonitis present?,no
image3367,What is present?,pus in test tube
image3367,Is pus in test tube present?,yes
image3367,What illustrates pus from the peritoneal cavity ?,case of peritonitis slide
image3367,Where is this area in the body?,abdomen
image3367,Is abdomen present?,yes
image3367,What does case of peritonitis slide illustrate?,pus from the peritoneal cavity
image3367,What is present ?,Abdomen
image3367,Is subdiaphragmatic abscess present?,no
image3367,What is present?,abdomen
image3367,What is present ?,pus in test tube
image3367,Does this image show case of peritonitis slide illustrates pus from the peritoneal cavity?,yes
image3367,What illustrates pus from the peritoneal cavity?,case of peritonitis slide
image3367,Does case of peritonitis slide show case of peritonitis slide illustrates pus from the peritoneal cavity?,no
image3367,Does case of peritonitis slide illustrate pus from the peritoneal cavity?,yes
image3367,Does acute peritonitis illustrate pus from the peritoneal cavity?,no
image3367,What does case of peritonitis slide illustrate?,pus from the peritoneal cavity
image3367,What does this image show?,case of peritonitis slide illustrates pus from the peritoneal cavity
image3368,Is peritoneum present?,yes
image3368,What cut surface natural color yellow and white typical gross sarcoma?,nodular tumor
image3368,What is nodular tumor cut?,surface natural color yellow and white typical gross sarcoma
image3368,Is nodular tumor cut surface natural color yellow and white typical gross sarcoma?,yes
image3368,What does this image show?,nodular tumor cut surface natural color yellow and white typical gross sarcoma
image3368,Does this image show nodular tumor cut surface natural color yellow and white typical gross sarcoma?,yes
image3368,What is present?,abdomen
image3368,Is abdomen present?,yes
image3368,What is present?,peritoneum
image3368,What is present?,retroperitoneal liposarcoma
image3368,How is nodular tumor cut surface natural color  and white typical gross sarcoma ?,yellow
image3368,Where is this area in the body?,abdomen
image3368,What cut surface natural color yellow and white typical gross sarcoma ?,nodular tumor
image3368,What is nodular tumor cut?,surface natural color yellow and white typical gross sarcoma
image3368,What is present ?,Abdomen
image3368,What is present ?,peritoneum
image3368,What is present ?,retroperitoneal liposarcoma
image3368,How is nodular tumor cut surface  color yellow and white typical gross sarcoma ?,natural
image3368,How is nodular tumor cut surface natural color yellow and  typical gross sarcoma ?,white
image3368,How is nodular tumor cut surface natural color yellow and white  gross sarcoma ?,typical
image3368,How is nodular tumor cut surface natural color yellow and white typical  sarcoma ?,gross
image3368,Is retroperitoneal liposarcoma present?,yes
image3369,What is present?,retroperitoneal leiomyosarcoma
image3369,Is retroperitoneal leiomyosarcoma present?,yes
image3369,Where is this area in the body?,abdomen
image3369,What is present ?,retroperitoneal leiomyosarcoma
image3369,How does opened muscle psoa natural color large ovoid  sarcoma ?,typical
image3369,How does opened muscle psoa natural color  ovoid typical sarcoma ?,large
image3369,How does opened muscle psoa  color large ovoid typical sarcoma ?,natural
image3369,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image3369,What psoas natural color large ovoid typical sarcoma ?,opened muscle
image3369,Is peritoneum present?,yes
image3369,Does acute lymphocytic leukemia show opened muscle probably psoas natural color large ovoid typical sarcoma?,no
image3369,Is tuberculous peritonitis present?,no
image3369,Is abdomen present?,yes
image3369,What is present?,abdomen
image3369,Does this image show opened muscle probably psoas natural color large ovoid typical sarcoma?,yes
image3369,What does this image show?,opened muscle probably psoas natural color large ovoid typical sarcoma
image3369,Does carcinomatosis psoa natural color large ovoid typical sarcoma?,no
image3369,Does opened muscle psoa natural color large ovoid typical sarcoma?,yes
image3369,What psoas natural color large ovoid typical sarcoma?,opened muscle
image3369,What is present ?,peritoneum
image3369,What is present?,peritoneum
image3369,What is present ?,Abdomen
image3370,Is retroperitoneum present?,yes
image3370,What does this section showing liver with tumor mass in hilar area tumor show?,cut surface fish flesh appearance and extensive necrosis very good for illustrating appearance of a sarcoma
image3370,What is present ?,Retroperitoneum
image3370,What is present ?,Abdomen
image3370,What does this section showing liver with tumor mass in hilar area tumor show?,cut surface fish flesh appearance and extensive necrosis very good for illustrating appearance of a sarcoma
image3370,What shows cut surface with fish flesh appearance and extensive necrosis very good for illustrating appearance of a sarcoma ?,this section showing liver tumor mass in hilar area tumor
image3370,Where is this area in the body?,abdomen
image3370,Is acute peritonitis present?,no
image3370,Is leiomyosarcoma present?,yes
image3370,What is present ?,leiomyosarcoma
image3370,Is metastatic carcinoma present?,no
image3370,What shows cut surface with fish flesh appearance and extensive necrosis very good for illustrating appearance of a sarcoma?,this section showing liver tumor mass in hilar area tumor
image3370,What is present?,retroperitoneum
image3370,Is tuberculous peritonitis present?,no
image3370,Is abdomen present?,yes
image3370,What is present?,abdomen
image3370,What is present?,leiomyosarcoma
image3371,Does this image show excellent?,yes
image3371,Is abdomen present?,yes
image3371,Is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?,no
image3371,What is present?,peritoneum
image3371,Is peritoneum present?,yes
image3371,Is this section showing liver with tumor mass in hilar area tumor present?,no
image3371,What is present ?,metastatic carcinoma
image3371,Is subdiaphragmatic abscess present?,no
image3371,Is metastatic carcinoma present?,yes
image3371,What is present ?,peritoneum
image3371,What is present ?,Abdomen
image3371,Where is this area in the body?,abdomen
image3371,Does abdomen show excellent?,no
image3371,What is present?,metastatic carcinoma
image3371,What is present?,abdomen
image3372,Does this image show in situ of abdomen excellent fibrinopurulent peritonitis?,yes
image3372,Where is this area in the body?,abdomen
image3372,Is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?,no
image3372,Is acute peritonitis present?,yes
image3372,What is present?,acute peritonitis
image3372,Does carcinomatosis show in situ of abdomen excellent fibrinopurulent peritonitis?,no
image3372,What does this image show?,in situ of abdomen excellent fibrinopurulent peritonitis
image3372,What is present ?,acute peritonitis
image3373,Does this image show muscle ruthenium red to illustrate glycocalyx?,yes
image3373,What does this image show?,muscle ruthenium red to illustrate glycocalyx
image3373,Does marfans syndrome show muscle ruthenium red to illustrate glycocalyx?,no
image3373,What is present?,vasculature
image3373,Is cachexia present?,no
image3373,Is typical tuberculous exudate present?,no
image3373,Is cardiovascular present?,yes
image3373,Is vasculature present?,yes
image3373,What is present ?,vasculature
image3373,What is present ?,Cardiovascular
image3373,Where is this mage from?,capillary
image3373,What is present ?,Capillary
image3373,What is present?,cardiovascular
image3373,What is present?,capillary
image3373,Is capillary present?,yes
image3373,Is intraductal papillomatosis present?,no
image3374,Is amyloidosis present?,no
image3374,What is present ?,Cardiovascular
image3374,Where is this?,heart
image3374,Is cardiovascular present?,yes
image3374,What is present?,cardiovascular
image3374,What does this image show?,chagas disease
image3374,"Does this image show chagas disease, acute, trypanasoma cruzi?",yes
image3374,"Does spina bifida show chagas disease, acute, trypanasoma cruzi?",no
image3375,Does peritoneum show intimal smooth muscle cells with lipid in cytoplasm and precipitated lipid in interstitial space?,no
image3375,What is present ?,coronary artery
image3375,Where is this?,vasculature
image3375,Is lower chest and abdomen anterior present?,no
image3375,Is coronary artery present?,yes
image3375,What does this image show?,intimal smooth muscle cells with lipid in cytoplasm and precipitated lipid in interstitial space
image3375,How does this image show intimal smooth muscle cells?,with lipid in cytoplasm and precipitated lipid in interstitial space 
image3375,Does this image show intimal smooth muscle cells with lipid in cytoplasm and precipitated lipid in interstitial space?,yes
image3375,What is present?,cardiovascular
image3375,Is cardiovascular present?,yes
image3375,What is present?,coronary artery
image3375,Is slide present?,no
image3375,Is vasculature present?,yes
image3375,What is present?,vasculature
image3375,Is polycystic disease present?,no
image3375,What is present ?,vasculature
image3375,What is present ?,Cardiovascular
image3376,What does show lesion containing no lipid ?,myocytolysis not
image3376,Is cardiovascular present?,yes
image3376,What does myocytolysis not show containing no lipid ?,show lesion
image3376,What is present ?,chronic ischemia
image3376,What is present ?,Cardiovascular
image3376,What is present?,chronic ischemia
image3376,Is chronic ischemia present?,yes
image3376,Is conjoined twins present?,no
image3376,Where is this?,heart
image3376,What is present?,cardiovascular
image3376,Is marfans syndrome present?,no
image3377,Is cardiovascular present?,yes
image3377,Is polycystic disease present?,no
image3377,Is atrophy present?,no
image3377,Is coronary artery present?,yes
image3377,What is present?,coronary artery
image3377,Is acute peritonitis present?,no
image3377,Is vasculature present?,yes
image3377,What is present?,vasculature
image3377,What is present ?,vasculature
image3377,What is present ?,coronary artery
image3377,Where is this?,vasculature
image3377,What is present ?,Cardiovascular
image3377,What is present?,cardiovascular
image3377,Does carcinomatosis show foam cell?,no
image3377,What does this image show?,foam cell
image3377,Does this image show foam cell?,yes
image3378,What is present ?,cranial artery
image3378,Does this image show fibroblasts in adventitia of monkey basilar artery?,yes
image3378,What is present?,cardiovascular
image3378,Is cardiovascular present?,yes
image3378,What does this image show?,fibroblasts in adventitia of monkey basilar artery
image3378,Is vasculature present?,yes
image3378,Is cranial artery present?,yes
image3378,Where is this?,vasculature
image3378,What is present ?,Cardiovascular
image3378,What is present ?,vasculature
image3378,What is present?,vasculature
image3378,What is present?,cranial artery
image3379,Is breast present?,no
image3379,Is myocardium present?,yes
image3379,What is present?,myocardium
image3379,Is cardiovascular present?,yes
image3379,What is present?,cardiovascular
image3379,Does omphalocele show sarcoplasmic reticulum?,no
image3379,What does this image show?,sarcoplasmic reticulum
image3379,Does this image show sarcoplasmic reticulum?,yes
image3379,What is present ?,Cardiovascular
image3379,What is present ?,myocardium
image3379,Where is this area in the body?,heart
image3380,What does this image show?,amyloidosis
image3380,Does muscle atrophy show amyloidosis?,no
image3380,What is present?,cardiovascular
image3380,Does this image show amyloidosis?,yes
image3380,Is this photo of infant from head to toe present?,no
image3380,Where is this area in the body?,heart
image3380,What is present ?,Cardiovascular
image3380,Is cardiovascular present?,yes
image3381,What is present ?,vasculature
image3381,What is present?,capillary
image3381,Is capillary present?,yes
image3381,Is this image present?,no
image3381,What is present ?,Cardiovascular
image3381,Is carcinoma present?,no
image3381,What is present ?,Capillary
image3381,Where is this mage from?,capillary
image3381,Is vasculature present?,yes
image3381,What is present?,cardiovascular
image3381,Is cardiovascular present?,yes
image3381,Is acid present?,no
image3381,What is present?,vasculature
image3382,Does this image show proximal tubule and fenestrated capillary can be used to illustrate capillary epithelial cell relations and functions?,yes
image3382,What is present ?,vasculature
image3382,What is present ?,Cardiovascular
image3382,What does this image show?,proximal tubule and fenestrated capillary can be used to illustrate capillary epithelial cell relations and functions
image3382,Is lymphangiomatosis present?,no
image3382,Is vasculature present?,yes
image3382,What is present?,vasculature
image3382,Is lymphangiomatosis generalized present?,no
image3382,Is cardiovascular present?,yes
image3382,What is present?,cardiovascular
image3382,Where is this mage from?,capillary
image3383,Is beckwith-wiedemann syndrome present?,no
image3383,Is capillary present?,yes
image3383,What is present?,capillary
image3383,Is stillborn macerated present?,no
image3383,Is vasculature present?,yes
image3383,What is present?,vasculature
image3383,Does polycystic disease show skeletal muscle?,no
image3383,Is cardiovascular present?,yes
image3383,What is present?,cardiovascular
image3383,Does this image show skeletal muscle?,yes
image3383,What does this image show?,skeletal muscle
image3383,What is present ?,vasculature
image3383,Where is this mage from?,capillary
image3383,Is fibrinous peritonitis present?,no
image3383,What is present ?,Capillary
image3383,What is present ?,Cardiovascular
image3384,Does atrophy show skeletal muscle?,no
image3384,What is present?,cardiovascular
image3384,Is cardiovascular present?,yes
image3384,Is adenocarcinoma present?,no
image3384,What is present?,vasculature
image3384,Is vasculature present?,yes
image3384,Is this photo of infant from head to toe present?,no
image3384,What is present?,capillary
image3384,Is capillary present?,yes
image3384,Is subdiaphragmatic abscess present?,no
image3384,Where is this mage from?,capillary
image3384,What is present ?,Cardiovascular
image3384,What is present ?,vasculature
image3384,What is present ?,Capillary
image3384,Does this image show skeletal muscle?,yes
image3384,What does this image show?,skeletal muscle
image3385,Where is this area in the body?,breast
image3385,How many nipples does this image show?,two
image3385,What does this image show?,two nipples
image3385,What is present ?,breast
image3385,Does omentum show two nipples?,no
image3385,What is present?,breast
image3385,Does this image show two nipples?,yes
image3385,Is carcinoma present?,no
image3385,What is present?,Nipple Duplication
image3385,Is Nipple Duplication present?,yes
image3385,Is stillborn macerated present?,no
image3385,Is breast present?,yes
image3385,What is present ?,Nipple Duplication
image3386,What does this image show?,esophagus
image3386,"Does this image show esophagus, leiomyoma?",yes
image3386,"Does glioma show esophagus, leiomyoma?",no
image3386,Is anomalous origin present?,no
image3386,Where does this belong to?,gastrointestinal system
image3386,What is present?,gastrointestinal
image3386,What is present ?,gastrointestinal
image3386,Is gastrointestinal present?,yes
image3387,What is present ?,gastrointestinal
image3387,Where does this belong to?,gastrointestinal system
image3387,Is previous slide from this case present?,no
image3387,Is gastrointestinal present?,yes
image3387,"Does supernumerary digit show stress ulcers, stomach?",no
image3387,"Does this image show stress ulcers, stomach?",yes
image3387,What does this image show?,stress ulcers
image3387,What is present?,gastrointestinal
image3388,"Does leg show small intestine, typhoid?",no
image3388,Is gastrointestinal present?,yes
image3388,Is leiomyoma present?,no
image3388,Where does this belong to?,gastrointestinal system
image3388,What is present ?,gastrointestinal
image3388,"Does this image show small intestine, typhoid?",yes
image3388,What is present?,gastrointestinal
image3388,What does this image show?,small intestine
image3389,What does this image show?,duodenal ulcer
image3389,Where does this belong to?,gastrointestinal system
image3389,Is stillborn macerated present?,no
image3389,Is gastrointestinal present?,yes
image3389,What is present?,gastrointestinal
image3389,Does pituitary show duodenal ulcer?,no
image3389,Does this image show duodenal ulcer?,yes
image3389,What is present ?,gastrointestinal
image3390,Where does this belong to?,gastrointestinal system
image3390,Is gastrointestinal present?,yes
image3390,What is present?,gastrointestinal
image3390,"Does case of dic not bad photo show colon, ulcerative colitis, mucosal detail?",no
image3390,"Does this image show colon, ulcerative colitis, mucosal detail?",yes
image3390,What is present ?,gastrointestinal
image3390,Is malignant lymphoma present?,no
image3390,What does this image show?,colon
image3391,What is present ?,gastrointestinal
image3391,"Does this image show colon, amebic colitis?",yes
image3391,"Does close-up of lesion show colon, amebic colitis?",no
image3391,What is present?,gastrointestinal
image3391,Is gastrointestinal present?,yes
image3391,Is fibrinous peritonitis present?,no
image3391,Where does this belong to?,gastrointestinal system
image3391,What does this image show?,colon
image3392,What is present ?,gastrointestinal
image3392,Is gastrointestinal present?,yes
image3392,What is present?,gastrointestinal
image3392,Is cardiovascular present?,no
image3392,Does this image show normal esophagus?,yes
image3392,What does this image show?,normal esophagus
image3392,Where does this belong to?,gastrointestinal system
image3392,Does granulosa cell tumor show normal esophagus?,no
image3393,What is present?,gastrointestinal
image3393,"Does this image show stomach, necrotizing esophagitis and gastritis, sulfuric acid ingested as suicide attempt?",yes
image3393,What ingested as suicide attempt ?,"stomach, necrotizing esophagitis and gastritis, sulfuric acid"
image3393,Is mesentery present?,no
image3393,Where does this belong to?,gastrointestinal system
image3393,"What is stomach , necrotizing esophagitis and gastritis , sulfuric acid ingested?",as suicide attempt
image3393,What is present ?,gastrointestinal
image3393,What does this image show?,stomach
image3393,Is gastrointestinal present?,yes
image3393,"Does this typical thecoma with yellow foci show stomach, necrotizing esophagitis and gastritis, sulfuric acid ingested as suicide attempt?",no
image3394,What is present ?,gastrointestinal
image3394,Is gastrointestinal present?,yes
image3394,Is gout present?,no
image3394,What is present?,gastrointestinal
image3394,"Does edema show intestine, volvulus?",no
image3394,Where does this belong to?,gastrointestinal system
image3394,"Does this image show intestine, volvulus?",yes
image3394,What does this image show?,intestine
image3395,Is cardiovascular present?,no
image3395,What is present ?,gastrointestinal
image3395,Where does this belong to?,gastrointestinal system
image3395,Is gastrointestinal present?,yes
image3395,What is present?,gastrointestinal
image3395,"Does atrophy show esophagus, mallory-weiss tears?",no
image3395,"Does this image show esophagus, mallory-weiss tears?",yes
image3395,What does this image show?,esophagus
image3396,"Does autopsy show colon, chronic ulcerative colitis, pseudopolyps?",no
image3396,Is this good yellow color slide present?,no
image3396,Where does this belong to?,gastrointestinal system
image3396,What is present ?,gastrointestinal
image3396,"Does this image show colon, chronic ulcerative colitis, pseudopolyps?",yes
image3396,What does this image show?,colon
image3396,What is present?,gastrointestinal
image3396,Is gastrointestinal present?,yes
image3397,Is gastrointestinal present?,yes
image3397,What does this image show?,stomach and esophagus
image3397,Is close-up excellent example of interosseous muscle atrophy present?,no
image3397,Where does this belong to?,gastrointestinal system
image3397,What is present?,gastrointestinal
image3397,"Does this image show stomach and esophagus, ulcers?",yes
image3397,"Does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show stomach and esophagus, ulcers?",no
image3397,What is present ?,gastrointestinal
image3398,Is umbilical cord present?,no
image3398,Where does this belong to?,gastrointestinal system
image3398,What is present ?,gastrointestinal
image3398,What does this image show?,sigmoid colon
image3398,"Does lesion in dome of uterus show sigmoid colon, diverticulosis and polyp?",no
image3398,What is present?,gastrointestinal
image3398,Is gastrointestinal present?,yes
image3398,"Does this image show sigmoid colon, diverticulosis and polyp?",yes
image3399,What is present ?,gastrointestinal
image3399,Where does this belong to?,gastrointestinal system
image3399,What is present?,gastrointestinal
image3399,"Does chromophobe adenoma show intestine, leiomyoma?",no
image3399,"Does this image show intestine, leiomyoma?",yes
image3399,What does this image show?,intestine
image3399,Is gastrointestinal present?,yes
image3399,Is normal ovary present?,no
image3400,Does atherosclerosis show esophageal varices due to alcoholic cirrhosis?,no
image3400,Why does this image show esophageal varices?,due to alcoholic cirrhosis
image3400,What does this image show?,esophageal varices due to alcoholic cirrhosis
image3400,Does this image show esophageal varices due to alcoholic cirrhosis?,yes
image3400,What is present?,gastrointestinal
image3400,Is gastrointestinal present?,yes
image3400,Is quite good liver present?,no
image3400,What is present ?,gastrointestinal
image3400,Where does this belong to?,gastrointestinal system
image3401,"Does this image show stomach, giant rugose hypertrophy?",yes
image3401,What does this image show?,stomach
image3401,Where does this belong to?,gastrointestinal system
image3401,Is spina bifida present?,no
image3401,Is gastrointestinal present?,yes
image3401,What is present?,gastrointestinal
image3401,"Does malignant adenoma show stomach, giant rugose hypertrophy?",no
image3401,What is present ?,gastrointestinal
image3402,Is embryo-fetus present?,yes
image3402,What is embryo-fetus?,fetus present
image3402,What is present?,embryo-fetus
image3402,"Does this image show pharyngeal pouch remnant, incidental finding in an adult?",yes
image3402,What is embryo-fetus ?,fetus present
image3402,What is present ?,embryo-fetus
image3402,What does this image show?,pharyngeal pouch remnant
image3403,Is liver present?,yes
image3403,Is infarcts present?,no
image3403,Is hepatobiliary present?,yes
image3403,What is present?,liver
image3403,"Does artery show hepatitis b virus, hepatocellular carcinoma?",no
image3403,Is fracture present?,no
image3403,What is present?,hepatobiliary
image3403,"Does this image show hepatitis b virus, hepatocellular carcinoma?",yes
image3403,What does this image show?,hepatitis b virus
image3404,What does this image show?,hepatitis b virus
image3404,"Does this image show hepatitis b virus, hepatocellular carcinoma?",yes
image3404,"Does villous adenoma show hepatitis b virus, hepatocellular carcinoma?",no
image3404,What is present?,hepatobiliary
image3404,Is hepatobiliary present?,yes
image3404,What is present?,liver
image3404,Is metastatic neuroblastoma present?,no
image3404,Is metastatic malignant melanoma present?,no
image3404,Is liver present?,yes
image3405,What is present?,liver
image3405,Is metastatic carcinoma oat cell present?,no
image3405,Is liver present?,yes
image3405,Is villous adenoma present?,no
image3405,Is hepatobiliary present?,yes
image3405,What is present?,hepatobiliary
image3405,"Does splenomegaly with cirrhosis show hepatitis b virus, hepatocellular carcinoma?",no
image3405,What does this image show?,hepatitis b virus
image3405,"Does this image show hepatitis b virus, hepatocellular carcinoma?",yes
image3406,Is hepatobiliary present?,yes
image3406,Is liver present?,yes
image3406,What is present?,liver
image3406,Is cachexia present?,no
image3406,Is traumatic rupture present?,no
image3406,What is present?,hepatobiliary
image3406,What does this image show?,hepatitis b virus
image3406,"Does this image show hepatitis b virus, hbv surface antigen immunohistochemistry?",yes
image3406,"Does single metastatic appearing lesion show hepatitis b virus, hbv surface antigen immunohistochemistry?",no
image3407,What is present?,liver
image3407,Is malignant lymphoma present?,no
image3407,Is mucoepidermoid carcinoma present?,no
image3407,What is present?,hepatobiliary
image3407,"Does band constriction in skin above ankle of infant show hepatitis b virus, hbve antigen immunohistochemistry?",no
image3407,"Does this image show hepatitis b virus, hbve antigen immunohistochemistry?",yes
image3407,What does this image show?,hepatitis b virus
image3407,Is liver present?,yes
image3407,Is hepatobiliary present?,yes
image3408,"Does this image show lymph node, lymphoma?",yes
image3408,What does this image show?,lymph node
image3409,What does this image show?,lymph node
image3409,"Does this image show lymph node, cryptococcosis?",yes
image3410,"Does this image show lymph node, cryptococcosis gms?",yes
image3410,What does this image show?,lymph node
image3411,"Does this image show lymph node, lymphoma?",yes
image3411,What does this image show?,lymph node
image3412,What does this image show?,lymph node
image3412,"Does this image show lymph node, cryptococcosis?",yes
image3413,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image3413,"Does side show lymph nodes, nodular sclerosing hodgkins disease?",no
image3413,What does this image show?,lymph nodes
image3414,Is lymph node present?,yes
image3414,Is tuberculosis present?,yes
image3414,What is present?,lymph node
image3414,Does marfans syndrome show typical area of caseous necrosis with nearby early granuloma quite good source unknown?,no
image3414,Is immunostain for growth hormone present?,no
image3414,Is stein leventhal present?,no
image3414,What is present?,tuberculosis
image3414,How does this image show typical area of caseous necrosis?,with nearby early granuloma quite good source unknown 
image3414,What does this image show?,typical area of caseous necrosis with nearby early granuloma quite good source unknown
image3414,Does this image show typical area of caseous necrosis with nearby early granuloma quite good source unknown?,yes
image3415,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image3415,What does this image show?,lymph nodes
image3415,"Does pituitectomy show lymph nodes, nodular sclerosing hodgkins disease?",no
image3416,What does this image show?,lymph nodes
image3416,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image3416,"Does this typical thecoma with yellow foci show lymph nodes, nodular sclerosing hodgkins disease?",no
image3417,Is metastatic carcinoma present?,yes
image3417,What is present?,metastatic carcinoma
image3417,Is lymph node present?,yes
image3417,What is present?,lymph node
image3417,Does this image show stomach primary?,yes
image3417,What does this image show?,stomach primary
image3418,"Does left ventricle hypertrophy show lymph node, mycobacterium avium-intracellularae?",no
image3418,Do matting history of this case stain?,no
image3418,Do acid stain?,yes
image3418,What stain?,acid
image3418,What does this image show?,lymph node
image3418,"Does this image show lymph node, mycobacterium avium-intracellularae?",yes
image3419,What does this image show?,lymph node
image3419,"Does this image show lymph node, mycobacterium avium-intracellularae?",yes
image3419,"Does capillary show lymph node, mycobacterium avium-intracellularae?",no
image3420,Is stein leventhal present?,no
image3420,Is tuberculosis present?,yes
image3420,What is present?,tuberculosis
image3420,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image3420,Is lymph node present?,yes
